id_transaccion,id_cliente,fecha,monto_venta,categoria
67,CUST-014,2025-01-01,440.84,Alimentos
68,CUST-242,2025-12-14,180.35,Alimentos
69,CUST-265,2025-08-28,395.06,Moda
70,CUST-346,2025-02-27,119.6,Moda
71,CUST-053,2025-12-01,388.44,Hogar
72,CUST-386,2025-07-02,233.66,Hogar
73,CUST-340,2025-12-03,62.67,Hogar
74,CUST-092,2025-01-26,143.9,Moda
75,CUST-367,2026-02-13,207.11,Alimentos
76,CUST-444,2025-03-18,377.15,Alimentos
77,CUST-455,2026-02-21,45.76,Moda
78,CUST-428,2025-08-05,333.18,Hogar
79,CUST-264,2025-11-24,360.85,Hogar
80,CUST-431,2025-11-21,330.42,Alimentos
81,CUST-035,2025-09-19,382.73,Electrónica
82,CUST-206,2025-01-23,97.3,Electrónica
83,CUST-081,2025-09-01,297.68,Electrónica
84,CUST-420,2025-06-07,471.16,Electrónica
85,CUST-050,2025-07-25,309.28,Hogar
86,CUST-360,2025-11-06,309.55,Moda
87,CUST-388,2025-03-28,370.86,Moda
88,CUST-002,2025-09-24,173.27,Electrónica
89,CUST-390,2026-02-19,353.23,Moda
90,CUST-054,2025-05-14,458.95,Alimentos
91,CUST-106,2025-09-24,15.34,Electrónica
92,CUST-260,2025-11-29,436.36,Hogar
93,CUST-310,2025-09-25,117.12,Electrónica
94,CUST-477,2025-02-22,233.4,Alimentos
95,CUST-191,2025-04-09,427.65,Moda
96,CUST-402,2025-09-04,413.72,Moda
97,CUST-218,2025-02-05,447.04,Moda
98,CUST-044,2026-02-05,470.8,Hogar
99,CUST-162,2025-01-28,229.11,Electrónica
100,CUST-202,2025-08-08,331.62,Hogar
101,CUST-446,2026-02-10,201.33,Alimentos
102,CUST-484,2025-04-12,181.85,Hogar
103,CUST-270,2025-09-20,221.48,Electrónica
104,CUST-351,2025-09-28,374.11,Moda
105,CUST-304,2025-08-12,255.71,Moda
106,CUST-271,2025-05-19,408.89,Moda
107,CUST-456,2025-10-07,375.16,Moda
108,CUST-462,2025-10-13,20.03,Hogar
109,CUST-215,2025-09-07,318.82,Electrónica
110,CUST-252,2025-11-18,223.92,Electrónica
111,CUST-190,2025-11-13,233.75,Electrónica
112,CUST-296,2025-03-19,411.0,Hogar
113,CUST-213,2025-10-24,278.33,Moda
114,CUST-208,2025-12-04,443.95,Moda
115,CUST-237,2025-11-03,359.27,Electrónica
116,CUST-338,2025-12-17,280.89,Moda
117,CUST-367,2025-01-13,379.72,Hogar
118,CUST-053,2025-12-12,28.79,Alimentos
119,CUST-280,2026-01-31,23.27,Moda
120,CUST-410,2025-03-23,50.84,Alimentos
121,CUST-217,2025-01-09,224.41,Alimentos
122,CUST-252,2025-08-01,125.37,Alimentos
123,CUST-188,2025-02-17,492.29,Moda
124,CUST-380,2025-02-18,275.72,Alimentos
125,CUST-493,2025-11-05,334.58,Moda
126,CUST-041,2025-02-09,146.62,Electrónica
127,CUST-157,2025-12-29,167.68,Hogar
128,CUST-015,2025-10-07,174.38,Alimentos
129,CUST-301,2025-08-14,352.38,Alimentos
130,CUST-065,2025-04-18,242.12,Electrónica
131,CUST-345,2025-09-02,263.66,Hogar
132,CUST-327,2025-09-12,300.08,Electrónica
133,CUST-009,2025-02-02,386.72,Hogar
134,CUST-344,2025-01-23,54.28,Alimentos
135,CUST-129,2025-11-29,390.67,Hogar
136,CUST-492,2025-02-23,285.99,Electrónica
137,CUST-136,2025-11-05,337.86,Alimentos
138,CUST-472,2025-02-18,170.5,Electrónica
139,CUST-063,2025-03-19,210.6,Alimentos
140,CUST-139,2025-12-02,123.27,Moda
141,CUST-499,2025-12-24,489.86,Alimentos
142,CUST-081,2025-05-02,253.53,Hogar
143,CUST-392,2025-12-25,498.08,Hogar
144,CUST-163,2025-03-31,250.0,Hogar
145,CUST-419,2025-12-12,117.68,Hogar
146,CUST-289,2025-07-12,258.65,Hogar
147,CUST-379,2026-02-20,29.4,Moda
148,CUST-261,2026-01-12,453.34,Alimentos
149,CUST-490,2025-09-01,411.09,Alimentos
150,CUST-231,2025-05-29,365.65,Moda
151,CUST-041,2025-05-26,308.82,Moda
152,CUST-028,2025-11-12,294.12,Hogar
153,CUST-135,2026-01-13,498.4,Electrónica
154,CUST-201,2025-05-21,146.22,Electrónica
155,CUST-328,2026-02-12,392.05,Hogar
156,CUST-268,2025-10-13,294.89,Moda
157,CUST-418,2026-01-21,488.18,Alimentos
158,CUST-033,2025-12-05,415.62,Electrónica
159,CUST-048,2025-04-21,499.28,Electrónica
160,CUST-407,2025-04-18,298.28,Moda
161,CUST-062,2026-01-02,110.23,Hogar
162,CUST-216,2025-10-08,256.81,Alimentos
163,CUST-293,2025-02-19,358.44,Hogar
164,CUST-099,2025-01-14,389.44,Hogar
165,CUST-172,2025-05-14,10.25,Hogar
166,CUST-360,2025-03-17,257.46,Hogar
167,CUST-214,2025-03-25,125.26,Electrónica
168,CUST-475,2025-12-09,438.71,Moda
169,CUST-035,2025-06-07,84.92,Alimentos
170,CUST-449,2025-10-13,336.56,Electrónica
171,CUST-227,2025-11-10,140.37,Alimentos
172,CUST-101,2025-04-04,184.71,Alimentos
173,CUST-431,2025-10-24,470.87,Electrónica
174,CUST-462,2025-04-04,127.82,Electrónica
175,CUST-131,2025-02-26,56.55,Alimentos
176,CUST-257,2025-06-13,43.95,Alimentos
177,CUST-005,2025-11-16,257.26,Moda
178,CUST-218,2025-04-08,324.44,Electrónica
179,CUST-255,2025-01-16,170.37,Electrónica
180,CUST-398,2025-12-10,348.23,Alimentos
181,CUST-359,2025-03-19,39.91,Alimentos
182,CUST-283,2025-12-12,430.09,Hogar
183,CUST-393,2025-03-13,410.12,Alimentos
184,CUST-207,2025-09-27,492.89,Alimentos
185,CUST-015,2025-10-14,468.89,Moda
186,CUST-346,2025-03-07,184.54,Alimentos
187,CUST-042,2026-01-03,205.64,Hogar
188,CUST-380,2025-03-09,375.52,Hogar
189,CUST-461,2025-07-12,75.7,Electrónica
190,CUST-179,2025-02-24,163.87,Hogar
191,CUST-063,2026-01-14,68.09,Electrónica
192,CUST-352,2025-06-17,232.89,Alimentos
193,CUST-231,2026-02-13,280.48,Hogar
194,CUST-241,2025-01-25,113.47,Moda
195,CUST-052,2025-05-11,23.05,Moda
196,CUST-096,2025-11-21,362.48,Hogar
197,CUST-388,2025-04-12,19.8,Electrónica
198,CUST-222,2026-01-09,486.97,Electrónica
199,CUST-485,2025-10-09,118.59,Electrónica
200,CUST-407,2025-10-23,335.31,Hogar
201,CUST-231,2025-10-21,223.03,Alimentos
202,CUST-237,2025-09-20,39.24,Alimentos
203,CUST-143,2026-02-18,241.37,Alimentos
204,CUST-171,2025-04-30,263.21,Electrónica
205,CUST-029,2026-02-07,428.79,Hogar
206,CUST-036,2025-08-19,368.85,Moda
207,CUST-013,2025-10-18,48.86,Alimentos
208,CUST-160,2025-06-10,112.49,Alimentos
209,CUST-327,2025-06-10,162.82,Electrónica
210,CUST-187,2025-03-19,67.04,Alimentos
211,CUST-243,2025-02-07,233.88,Hogar
212,CUST-086,2026-01-29,492.31,Alimentos
213,CUST-284,2025-01-28,262.16,Electrónica
214,CUST-066,2025-04-10,373.52,Hogar
215,CUST-170,2025-10-21,344.64,Electrónica
216,CUST-045,2026-02-04,426.46,Moda
217,CUST-062,2025-05-04,115.7,Alimentos
218,CUST-441,2026-02-09,379.37,Hogar
219,CUST-134,2025-04-02,441.86,Hogar
220,CUST-284,2025-09-12,94.04,Alimentos
221,CUST-028,2025-04-07,179.93,Moda
222,CUST-108,2025-01-06,485.35,Moda
223,CUST-044,2025-06-18,392.59,Alimentos
224,CUST-340,2026-01-18,148.47,Alimentos
225,CUST-286,2025-09-28,286.33,Alimentos
226,CUST-446,2025-04-18,208.12,Electrónica
227,CUST-331,2026-01-22,250.08,Hogar
228,CUST-128,2025-10-26,184.03,Hogar
229,CUST-348,2025-02-16,146.87,Alimentos
230,CUST-473,2025-04-09,340.63,Electrónica
231,CUST-231,2025-01-14,391.49,Electrónica
232,CUST-190,2025-07-13,438.24,Hogar
233,CUST-225,2025-06-06,86.11,Moda
234,CUST-385,2026-01-23,413.2,Alimentos
235,CUST-377,2025-06-03,134.85,Alimentos
236,CUST-283,2025-04-25,219.39,Electrónica
237,CUST-446,2026-01-31,451.71,Hogar
238,CUST-121,2025-09-15,232.71,Electrónica
239,CUST-116,2025-05-25,106.56,Moda
240,CUST-461,2025-10-18,88.34,Hogar
241,CUST-233,2025-01-10,241.76,Alimentos
242,CUST-259,2026-01-03,383.71,Hogar
243,CUST-359,2025-08-02,498.63,Hogar
244,CUST-198,2025-08-21,395.83,Alimentos
245,CUST-456,2025-06-20,439.74,Moda
246,CUST-411,2025-01-21,376.44,Electrónica
247,CUST-137,2025-01-15,448.76,Moda
248,CUST-318,2026-02-23,47.38,Moda
249,CUST-165,2026-01-03,465.67,Moda
250,CUST-225,2025-05-06,204.24,Hogar
251,CUST-307,2025-12-07,461.59,Moda
252,CUST-234,2025-12-07,47.11,Hogar
253,CUST-172,2025-08-01,360.47,Hogar
254,CUST-152,2025-07-07,370.49,Electrónica
255,CUST-463,2025-06-21,498.49,Electrónica
256,CUST-315,2025-09-04,386.74,Moda
257,CUST-374,2025-01-05,197.46,Hogar
258,CUST-160,2025-08-19,283.05,Alimentos
259,CUST-096,2025-07-20,189.61,Hogar
260,CUST-472,2026-01-08,106.05,Electrónica
261,CUST-233,2026-02-06,131.77,Alimentos
262,CUST-180,2025-05-29,118.79,Hogar
263,CUST-113,2025-03-13,278.92,Moda
264,CUST-318,2025-08-14,454.02,Hogar
265,CUST-497,2025-03-15,457.24,Alimentos
266,CUST-442,2025-11-03,36.83,Moda
267,CUST-052,2025-06-18,49.15,Alimentos
268,CUST-268,2025-09-06,130.11,Electrónica
269,CUST-295,2025-10-07,134.98,Electrónica
270,CUST-386,2025-06-01,56.5,Hogar
271,CUST-387,2025-08-12,200.35,Hogar
272,CUST-113,2025-08-13,297.99,Electrónica
273,CUST-101,2025-02-07,293.3,Alimentos
274,CUST-113,2025-02-13,276.28,Alimentos
275,CUST-440,2025-07-04,175.95,Moda
276,CUST-081,2025-08-29,356.16,Moda
277,CUST-187,2026-02-22,414.98,Moda
278,CUST-113,2025-11-27,179.67,Electrónica
279,CUST-002,2025-12-17,51.91,Electrónica
280,CUST-130,2025-07-29,155.2,Electrónica
281,CUST-220,2025-01-23,77.31,Hogar
282,CUST-054,2025-05-04,239.01,Alimentos
283,CUST-343,2025-03-27,86.41,Electrónica
284,CUST-485,2025-02-12,236.79,Moda
285,CUST-224,2025-02-09,118.29,Moda
286,CUST-225,2025-10-30,371.98,Electrónica
287,CUST-385,2025-06-18,23.51,Electrónica
288,CUST-403,2025-06-24,281.83,Alimentos
289,CUST-126,2025-01-20,93.05,Moda
290,CUST-130,2025-04-19,10.49,Alimentos
291,CUST-053,2025-07-12,435.91,Electrónica
292,CUST-172,2025-09-01,339.05,Alimentos
293,CUST-218,2025-11-20,58.48,Hogar
294,CUST-160,2025-10-07,335.4,Electrónica
295,CUST-198,2025-08-16,309.71,Moda
296,CUST-416,2025-02-05,241.94,Moda
297,CUST-247,2025-02-14,215.44,Alimentos
298,CUST-324,2026-01-21,444.66,Electrónica
299,CUST-439,2025-01-28,130.12,Moda
300,CUST-203,2025-06-03,205.17,Alimentos
301,CUST-184,2025-01-23,171.27,Alimentos
302,CUST-123,2025-07-26,387.89,Electrónica
303,CUST-401,2026-02-24,459.07,Moda
304,CUST-255,2025-04-01,426.39,Moda
305,CUST-294,2026-01-25,400.87,Moda
306,CUST-280,2026-02-23,493.53,Electrónica
307,CUST-325,2025-12-25,351.6,Electrónica
308,CUST-372,2025-02-07,378.02,Electrónica
309,CUST-098,2026-02-23,491.57,Hogar
310,CUST-198,2025-08-16,13.43,Alimentos
311,CUST-470,2025-07-21,320.68,Hogar
312,CUST-395,2025-12-16,372.1,Hogar
313,CUST-240,2025-11-05,459.74,Moda
314,CUST-144,2025-09-11,443.08,Moda
315,CUST-097,2025-02-07,422.56,Alimentos
316,CUST-201,2025-08-09,473.44,Alimentos
317,CUST-124,2025-07-06,273.32,Electrónica
318,CUST-187,2025-02-12,13.39,Moda
319,CUST-326,2025-12-25,15.42,Hogar
320,CUST-464,2025-04-24,276.87,Alimentos
321,CUST-349,2025-09-17,223.28,Alimentos
322,CUST-259,2025-01-05,231.11,Hogar
323,CUST-148,2025-03-09,206.2,Electrónica
324,CUST-252,2025-08-16,459.69,Moda
325,CUST-443,2025-05-03,185.99,Moda
326,CUST-420,2025-06-22,429.55,Hogar
327,CUST-403,2025-12-02,452.4,Electrónica
328,CUST-346,2025-06-02,254.76,Hogar
329,CUST-451,2025-09-24,229.0,Moda
330,CUST-147,2025-06-06,382.9,Hogar
331,CUST-148,2025-06-11,356.91,Hogar
332,CUST-352,2025-08-02,170.98,Moda
333,CUST-199,2026-02-02,60.25,Moda
334,CUST-308,2026-01-11,139.78,Moda
335,CUST-489,2026-02-12,74.2,Hogar
336,CUST-417,2025-01-26,154.42,Hogar
337,CUST-424,2025-10-19,138.29,Hogar
338,CUST-128,2025-07-08,322.48,Electrónica
339,CUST-039,2026-02-04,477.7,Alimentos
340,CUST-338,2025-05-02,346.01,Electrónica
341,CUST-360,2025-08-18,464.06,Alimentos
342,CUST-129,2025-02-28,394.22,Moda
343,CUST-267,2025-04-06,366.66,Alimentos
344,CUST-476,2025-09-19,212.89,Electrónica
345,CUST-441,2025-12-20,169.15,Moda
346,CUST-473,2025-11-08,424.68,Alimentos
347,CUST-434,2025-05-16,453.64,Alimentos
348,CUST-151,2025-12-16,231.42,Alimentos
349,CUST-415,2025-10-10,14.44,Hogar
350,CUST-478,2026-02-15,398.34,Moda
351,CUST-298,2025-04-30,149.68,Hogar
352,CUST-099,2025-01-25,14.85,Moda
353,CUST-263,2025-12-08,404.44,Alimentos
354,CUST-252,2025-05-26,263.53,Alimentos
355,CUST-144,2025-01-12,345.75,Electrónica
356,CUST-346,2025-03-28,458.2,Alimentos
357,CUST-112,2025-04-19,275.18,Hogar
358,CUST-500,2025-12-11,256.57,Hogar
359,CUST-060,2025-09-23,152.42,Alimentos
360,CUST-369,2025-08-10,159.54,Hogar
361,CUST-002,2025-03-15,400.31,Alimentos
362,CUST-385,2025-11-29,230.02,Electrónica
363,CUST-304,2025-11-06,90.13,Electrónica
364,CUST-254,2026-02-17,56.32,Alimentos
365,CUST-140,2025-04-12,241.73,Electrónica
366,CUST-453,2025-05-17,237.83,Alimentos
367,CUST-037,2025-07-10,330.19,Hogar
368,CUST-160,2025-05-22,240.82,Alimentos
369,CUST-009,2025-12-23,80.3,Moda
370,CUST-233,2025-03-14,258.82,Moda
371,CUST-099,2025-11-24,454.33,Alimentos
372,CUST-147,2025-06-16,88.13,Alimentos
373,CUST-304,2025-06-17,347.98,Alimentos
374,CUST-208,2025-02-23,300.99,Electrónica
375,CUST-131,2025-09-16,376.81,Moda
376,CUST-404,2025-04-21,83.79,Alimentos
377,CUST-152,2025-08-20,471.39,Alimentos
378,CUST-054,2025-06-10,314.27,Hogar
379,CUST-120,2025-12-18,425.06,Hogar
380,CUST-161,2025-11-23,130.84,Electrónica
381,CUST-408,2025-01-19,372.31,Electrónica
382,CUST-116,2025-10-17,392.71,Moda
383,CUST-075,2025-02-19,204.74,Moda
384,CUST-113,2025-06-24,198.14,Alimentos
385,CUST-456,2025-10-29,332.32,Moda
386,CUST-420,2025-07-03,55.77,Alimentos
387,CUST-422,2025-07-04,370.46,Electrónica
388,CUST-104,2025-12-05,31.01,Electrónica
389,CUST-340,2025-11-03,103.39,Electrónica
390,CUST-254,2025-11-06,335.43,Hogar
391,CUST-227,2025-12-12,58.18,Moda
392,CUST-112,2025-03-22,486.2,Electrónica
393,CUST-473,2026-01-09,435.51,Electrónica
394,CUST-099,2025-06-05,316.89,Electrónica
395,CUST-153,2025-10-02,411.34,Moda
396,CUST-349,2025-10-10,444.91,Moda
397,CUST-402,2025-09-06,137.14,Hogar
398,CUST-384,2025-05-27,426.21,Hogar
399,CUST-366,2025-01-07,105.45,Hogar
400,CUST-338,2025-06-06,212.54,Hogar
401,CUST-194,2025-06-20,283.55,Electrónica
402,CUST-310,2025-03-10,359.81,Alimentos
403,CUST-163,2025-04-04,24.77,Hogar
404,CUST-208,2026-01-04,152.35,Alimentos
405,CUST-445,2025-12-29,308.17,Electrónica
406,CUST-169,2026-01-11,185.11,Electrónica
407,CUST-484,2025-07-05,389.76,Moda
408,CUST-161,2026-01-27,329.31,Alimentos
409,CUST-068,2025-06-19,124.86,Alimentos
410,CUST-289,2025-07-23,81.51,Electrónica
411,CUST-398,2025-02-11,318.23,Moda
412,CUST-277,2025-01-13,230.73,Hogar
413,CUST-304,2025-06-03,92.79,Hogar
414,CUST-404,2025-10-01,169.92,Moda
415,CUST-384,2025-10-25,158.49,Moda
416,CUST-392,2025-02-20,62.98,Hogar
417,CUST-135,2026-01-04,277.99,Electrónica
418,CUST-195,2025-07-31,384.19,Electrónica
419,CUST-401,2025-05-24,291.98,Moda
420,CUST-128,2025-12-23,414.88,Electrónica
421,CUST-033,2025-01-03,72.51,Electrónica
422,CUST-176,2025-09-11,223.45,Alimentos
423,CUST-460,2025-12-01,308.61,Hogar
424,CUST-443,2025-09-13,341.24,Moda
425,CUST-371,2025-04-08,350.94,Hogar
426,CUST-470,2025-06-22,367.19,Alimentos
427,CUST-375,2025-05-30,329.2,Electrónica
428,CUST-022,2025-10-06,56.17,Electrónica
429,CUST-238,2025-02-28,350.7,Alimentos
430,CUST-158,2025-04-23,365.14,Hogar
431,CUST-038,2025-11-20,496.81,Alimentos
432,CUST-230,2025-08-31,349.75,Electrónica
433,CUST-365,2025-11-06,346.55,Electrónica
434,CUST-051,2025-02-26,262.26,Hogar
435,CUST-438,2026-02-11,435.28,Electrónica
436,CUST-264,2026-01-02,498.45,Hogar
437,CUST-283,2025-03-01,391.73,Moda
438,CUST-027,2025-11-25,310.13,Electrónica
439,CUST-226,2025-08-04,48.69,Electrónica
440,CUST-277,2025-08-21,366.1,Hogar
441,CUST-286,2025-02-24,357.2,Moda
442,CUST-097,2026-01-08,390.03,Electrónica
443,CUST-284,2025-07-27,71.03,Electrónica
444,CUST-367,2025-03-04,330.33,Moda
445,CUST-448,2025-07-03,154.9,Electrónica
446,CUST-481,2025-11-07,382.53,Hogar
447,CUST-453,2025-10-08,127.78,Moda
448,CUST-317,2025-01-26,345.15,Moda
449,CUST-304,2025-06-26,154.55,Alimentos
450,CUST-147,2025-03-04,14.41,Electrónica
451,CUST-004,2025-03-14,320.35,Moda
452,CUST-035,2025-12-01,65.5,Moda
453,CUST-192,2025-06-16,333.05,Moda
454,CUST-049,2025-08-13,463.55,Alimentos
455,CUST-017,2025-03-06,484.93,Electrónica
456,CUST-172,2025-03-10,125.6,Moda
457,CUST-220,2025-01-09,406.53,Electrónica
458,CUST-158,2025-08-24,183.24,Moda
459,CUST-477,2025-07-17,451.22,Hogar
460,CUST-046,2026-02-16,395.87,Moda
461,CUST-373,2025-06-22,46.22,Moda
462,CUST-006,2025-10-09,209.5,Alimentos
463,CUST-099,2025-01-28,175.29,Moda
464,CUST-380,2025-10-23,394.74,Hogar
465,CUST-233,2026-02-03,211.04,Moda
466,CUST-037,2025-05-14,345.45,Hogar
467,CUST-280,2025-01-27,305.19,Hogar
468,CUST-349,2025-02-07,488.06,Hogar
469,CUST-497,2025-07-15,469.51,Alimentos
470,CUST-302,2025-07-22,219.57,Electrónica
471,CUST-181,2025-03-26,364.55,Electrónica
472,CUST-095,2025-11-16,416.44,Hogar
473,CUST-099,2025-01-30,450.45,Alimentos
474,CUST-188,2025-04-09,43.39,Alimentos
475,CUST-481,2026-01-22,158.02,Electrónica
476,CUST-116,2025-07-09,166.91,Hogar
477,CUST-191,2025-01-12,222.88,Electrónica
478,CUST-253,2025-04-01,92.94,Electrónica
479,CUST-469,2025-01-30,253.14,Alimentos
480,CUST-416,2025-08-01,334.98,Alimentos
481,CUST-471,2025-02-07,253.71,Moda
482,CUST-161,2025-12-07,336.24,Alimentos
483,CUST-256,2025-03-01,42.56,Alimentos
484,CUST-323,2025-10-21,439.23,Electrónica
485,CUST-128,2025-12-26,470.14,Alimentos
486,CUST-018,2025-05-23,312.77,Alimentos
487,CUST-281,2026-02-06,441.88,Electrónica
488,CUST-490,2025-06-29,74.41,Alimentos
489,CUST-223,2025-10-12,400.75,Alimentos
490,CUST-054,2025-04-22,68.38,Moda
491,CUST-058,2025-08-18,209.93,Hogar
492,CUST-323,2025-01-21,168.67,Moda
493,CUST-360,2025-05-25,296.94,Alimentos
494,CUST-174,2025-05-26,157.74,Electrónica
495,CUST-280,2026-01-10,322.28,Electrónica
496,CUST-114,2025-11-12,190.02,Hogar
497,CUST-288,2025-06-15,431.79,Electrónica
498,CUST-431,2025-05-20,320.6,Alimentos
499,CUST-342,2025-07-22,115.5,Moda
500,CUST-151,2025-09-01,174.7,Hogar
501,CUST-450,2025-04-23,425.24,Moda
502,CUST-127,2025-07-20,199.38,Electrónica
503,CUST-155,2026-01-20,272.54,Alimentos
504,CUST-490,2025-11-10,327.98,Hogar
505,CUST-386,2025-09-16,180.43,Electrónica
506,CUST-474,2025-09-12,154.05,Electrónica
507,CUST-273,2026-02-09,242.87,Moda
508,CUST-104,2025-01-23,115.29,Electrónica
509,CUST-417,2026-01-28,149.26,Moda
510,CUST-393,2025-09-03,40.42,Electrónica
511,CUST-299,2025-12-05,158.95,Moda
512,CUST-246,2025-11-07,167.15,Moda
513,CUST-176,2026-01-01,481.3,Alimentos
514,CUST-039,2026-01-07,298.97,Hogar
515,CUST-477,2026-02-07,395.82,Hogar
516,CUST-170,2025-11-14,32.23,Alimentos
517,CUST-247,2025-03-28,62.2,Electrónica
518,CUST-026,2025-08-07,409.12,Electrónica
519,CUST-355,2025-12-22,315.54,Hogar
520,CUST-306,2025-01-27,103.58,Moda
521,CUST-409,2025-10-17,208.35,Moda
522,CUST-408,2025-10-16,273.95,Hogar
523,CUST-013,2025-12-14,423.37,Hogar
524,CUST-316,2025-08-11,39.6,Alimentos
525,CUST-391,2025-12-18,302.39,Electrónica
526,CUST-313,2025-06-27,361.35,Moda
527,CUST-036,2025-05-28,489.17,Alimentos
528,CUST-173,2025-08-15,405.51,Hogar
529,CUST-020,2025-12-17,145.35,Alimentos
530,CUST-321,2025-07-05,357.69,Alimentos
531,CUST-264,2026-02-19,384.01,Moda
532,CUST-494,2025-10-21,367.57,Alimentos
533,CUST-400,2025-02-10,411.87,Moda
534,CUST-142,2026-01-28,452.83,Hogar
535,CUST-460,2026-01-28,58.23,Moda
536,CUST-371,2025-07-10,61.33,Electrónica
537,CUST-471,2025-03-20,400.24,Hogar
538,CUST-143,2025-07-24,133.66,Moda
539,CUST-092,2026-01-19,38.69,Hogar
540,CUST-354,2025-10-05,206.6,Alimentos
541,CUST-322,2025-09-29,411.74,Hogar
542,CUST-288,2025-02-01,72.02,Moda
543,CUST-215,2025-05-22,339.2,Alimentos
544,CUST-447,2025-09-08,11.77,Electrónica
545,CUST-342,2025-10-21,63.77,Hogar
546,CUST-051,2025-04-08,181.92,Moda
547,CUST-153,2025-05-16,50.97,Hogar
548,CUST-186,2025-10-04,424.49,Hogar
549,CUST-063,2025-11-08,433.39,Moda
550,CUST-190,2025-10-29,380.23,Electrónica
551,CUST-125,2025-02-12,128.82,Moda
552,CUST-150,2025-04-30,266.39,Hogar
553,CUST-314,2025-08-08,100.25,Electrónica
554,CUST-058,2025-02-15,147.83,Electrónica
555,CUST-342,2025-08-24,262.84,Electrónica
556,CUST-305,2025-02-17,370.16,Electrónica
557,CUST-180,2025-07-17,56.38,Hogar
558,CUST-170,2025-03-25,155.38,Moda
559,CUST-326,2025-01-31,464.04,Moda
560,CUST-271,2025-06-10,220.27,Alimentos
561,CUST-054,2025-03-12,470.05,Alimentos
562,CUST-491,2025-01-08,495.79,Alimentos
563,CUST-444,2026-01-21,268.06,Electrónica
564,CUST-101,2026-02-05,151.14,Electrónica
565,CUST-481,2025-02-21,397.48,Moda
566,CUST-264,2025-02-14,88.06,Electrónica
567,CUST-053,2025-10-20,133.5,Moda
568,CUST-060,2025-10-27,394.59,Alimentos
569,CUST-492,2026-01-08,222.49,Moda
570,CUST-108,2025-02-07,108.75,Electrónica
571,CUST-005,2025-12-21,329.05,Moda
572,CUST-103,2026-01-15,369.05,Moda
573,CUST-196,2025-08-19,71.28,Moda
574,CUST-262,2025-09-19,145.72,Electrónica
